created_at,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,popularity,favourites_rate,follower_rate,friend_rate,bot_or_not
5,1,0,1054,28,0,0,1697,0,0.539,0.0,0.289,0.009,0.0,1
19,0,0,4962,994,0,0,15034,0,4.976,0.0,0.972,0.284,0.0,1
1,1,0,0,4,8,0,689,0,0.337,3.536,0.0,0.002,0.004,1
10,0,0,461,1137374,4709,1,6336,1,1.514,117.933,0.104,5.608,0.754,0
4,0,0,1774,3470190,5743,1,11634,1,3.172,130.356,0.395,6.853,0.942,0
11,1,0,850,11,41,0,1169,0,0.282,9.288,0.186,0.003,0.01,1
10,1,0,1753,20,49,0,3064,0,1.751,11.91,0.694,0.011,0.028,1
19,1,0,104,3,0,0,17,0,0.007,0.0,0.041,0.001,0.0,1
19,1,0,37887,374,0,0,94,0,0.054,0.0,3.12,0.194,0.0,1
20,0,0,1661,461,293,1,3184,0,0.953,34.872,0.404,0.129,0.084,0
1,1,0,144,18,0,0,35,0,0.01,0.0,0.041,0.005,0.0,1
15,1,0,2503,33,0,0,3690,0,1.151,0.0,0.577,0.01,0.0,1
23,0,0,17559,1227,2633,1,34104,0,10.878,56.025,1.887,0.33,0.61,0
8,0,0,7100,20774,1857,1,22578,1,5.38,74.832,0.99,1.783,0.366,0
8,1,0,407,60,54,0,2020,0,0.729,16.474,0.137,0.021,0.019,0
21,1,0,128,10,0,0,28,0,0.009,0.0,0.041,0.003,0.0,1
23,0,0,230,1002914,308,0,47942,1,12.774,79.226,0.059,5.592,0.079,0
0,1,0,67,0,0,0,176,0,0.122,0.0,0.045,0.0,0.0,0
9,1,0,10,29,0,0,293,0,0.089,0.0,0.003,0.009,0.0,0
3,0,0,2252,90,0,1,3752,0,1.214,0.0,0.547,0.029,0.0,1
17,0,0,541,71,568,0,832,0,0.257,27.131,0.155,0.022,0.162,1
8,1,0,605,5,113,0,870,0,0.249,8.486,0.16,0.001,0.032,1
8,0,0,547,492384,2278,1,91976,1,25.785,101.337,0.143,4.935,0.494,0
23,0,0,69,247269,775,0,16533,1,4.791,82.633,0.02,4.286,0.203,0
12,1,0,39,25,15,0,325,0,0.252,9.033,0.03,0.019,0.012,1
23,0,0,16944,4700,703,1,11689,1,2.792,55.441,1.619,0.753,0.155,0
17,0,0,67928,1490,2033,1,23993,0,5.316,55.665,2.776,0.285,0.372,0
2,0,0,1497,954,112,1,1427,0,0.529,32.438,0.442,0.303,0.041,0
18,1,0,53,21,9,0,408,0,0.319,7.117,0.041,0.016,0.007,1
6,0,0,32839,238,181,0,36793,0,10.668,28.5,2.353,0.067,0.051,0
20,0,0,5575,363339,609,1,201117,0,51.928,82.112,0.892,4.552,0.146,1
7,1,0,23,1,0,0,163,0,0.132,0.0,0.018,0.001,0.0,1
10,1,0,1215,221,92,0,1863,0,1.419,24.488,0.655,0.156,0.068,1
10,0,0,81368,814,3634,0,1709,0,0.359,54.955,2.894,0.158,0.567,0
2,1,0,42739,673,335,1,30560,0,13.973,37.888,3.022,0.268,0.143,0
20,1,0,3643,517,1481,1,4124,0,1.947,45.632,1.001,0.218,0.53,0
12,1,0,1118,2,0,0,1624,0,0.508,0.0,0.3,0.001,0.0,1
6,1,0,276,7,0,0,52,0,0.017,0.0,0.088,0.002,0.0,1
5,1,0,3,4343682,12,0,2983,1,0.791,39.203,0.001,7.051,0.003,0
2,0,0,3754,624983,586,1,9624,1,2.321,85.078,0.645,5.022,0.132,0
2,0,0,44918,222,1151,0,66488,0,15.527,38.117,2.441,0.051,0.238,0
23,0,0,127497,3288,1263,1,127890,0,30.566,57.839,3.449,0.58,0.264,0
20,0,0,1398,1644,4850,1,13111,0,3.801,62.85,0.34,0.39,0.878,0
5,1,0,21127,440,425,1,3673,0,1.26,36.866,2.11,0.141,0.136,0
22,0,0,3834,356,352,0,2960,0,0.91,34.482,0.779,0.104,0.103,0
15,1,0,16,1,24,0,220,0,0.179,2.231,0.013,0.001,0.019,1
23,0,0,265,1179752,504,0,17496,1,4.411,87.024,0.065,5.699,0.12,0
1,0,0,2069,7011,4869,1,59905,0,17.072,75.19,0.463,1.098,0.87,1
1,0,0,3981,230082,2602,1,85010,0,19.303,97.096,0.644,3.975,0.464,0
13,1,0,47,0,0,0,226,0,0.196,0.0,0.04,0.0,0.0,1
21,0,0,74,6452,1844,0,8343,1,2.41,65.97,0.021,1.052,0.427,0
22,0,0,1944,793826,367,0,15663,0,4.231,80.259,0.422,5.373,0.095,1
2,0,0,5766,42,136,0,145,0,0.066,18.505,1.282,0.019,0.06,0
19,0,0,2246,19,0,0,3484,0,1.023,0.0,0.506,0.006,0.0,1
16,1,0,5434,490,682,0,11650,0,4.877,40.441,1.186,0.187,0.251,1
21,1,0,3221,132,125,1,5073,0,6.105,23.651,1.584,0.147,0.14,0
5,1,0,15249,5438,721,0,10291,1,5.486,56.614,2.211,1.361,0.325,0
4,1,0,1398,4,0,0,1957,0,0.73,0.0,0.42,0.001,0.0,1
10,0,0,18412,24336,3392,1,46940,1,11.971,82.106,1.74,1.975,0.623,0
18,1,0,2032,33,0,0,2777,0,0.89,0.0,0.502,0.011,0.0,1
19,0,0,11,161,53,1,6343,0,1.552,20.294,0.003,0.039,0.013,1
18,0,0,0,182,0,0,22018,0,21.565,0.0,0.0,0.164,0.0,1
18,0,0,3977,129,388,0,2224,0,0.541,29.028,0.677,0.031,0.09,0
13,0,0,1398,592,441,0,1676,0,1.085,38.894,0.644,0.324,0.251,1
12,1,0,1069,4,24,0,1530,0,0.402,5.181,0.248,0.001,0.006,1
5,1,0,2143,6,0,0,3024,0,0.87,0.0,0.48,0.002,0.0,1
16,0,0,9682,16576,444,1,92247,1,19.028,59.247,1.098,1.486,0.088,0
10,0,0,6923,787458,763,1,345241,1,86.657,90.129,1.007,5.292,0.175,0
15,0,0,3496,288449,1557,0,15484,1,3.7,92.421,0.607,4.247,0.316,0
3,1,0,288,167,254,1,293,0,0.273,28.393,0.238,0.145,0.212,0
1,1,0,1247,249,170,0,3125,0,1.584,28.389,0.49,0.119,0.083,0
0,0,0,3957,1108626,313,0,10631,1,2.531,80.024,0.664,5.579,0.072,0
3,0,0,15,79,130,0,110,0,0.049,21.363,0.007,0.035,0.057,1
23,0,0,9,3115922,54,0,1888,0,0.605,59.918,0.003,6.907,0.017,0
18,1,0,362,3714,4979,1,149424,0,43.349,69.98,0.1,0.731,0.894,0
4,0,0,12762,1014,859,1,20994,0,8.455,46.776,1.815,0.342,0.297,0
23,0,0,102091,2576,2722,1,27643,1,6.521,62.124,3.222,0.475,0.496,0
22,0,0,6736,295,345,1,13383,0,3.309,33.268,0.98,0.07,0.082,0
10,1,0,663,40,40,0,667,0,0.45,13.791,0.37,0.027,0.027,0
10,1,0,2287,16,34,0,3225,0,1.109,10.073,0.58,0.005,0.012,1
15,0,0,6374,987422,683,1,14557,1,4.251,90.104,1.051,5.668,0.182,0
23,1,0,2443,740,589,1,22253,0,9.465,42.16,0.713,0.274,0.224,0
21,1,0,3402,466,461,1,1434,0,0.917,37.711,1.155,0.261,0.258,0
8,0,0,415,14,0,0,1173,0,0.354,0.0,0.118,0.004,0.0,1
15,0,0,801,591,885,1,3147,0,1.095,43.323,0.246,0.187,0.268,0
2,0,0,1586,355,194,0,2444,0,1.147,30.979,0.557,0.154,0.087,0
21,1,0,1296,325,1976,0,9582,0,3.2,43.919,0.36,0.103,0.507,0
19,0,0,17216,1749,4213,1,67178,0,16.409,62.324,1.65,0.356,0.708,0
5,0,0,20437,146,411,1,6051,0,1.471,30.048,1.786,0.035,0.095,0
3,0,0,85602,737,1066,1,28460,0,7.053,46.047,3.101,0.168,0.234,0
7,1,0,1970,4861624,323,1,11809,1,2.93,89.005,0.398,7.096,0.077,0
15,1,0,14378,104,256,0,14736,0,12.478,25.825,2.578,0.084,0.196,0
16,1,0,928,95,168,1,1378,0,0.343,23.415,0.208,0.023,0.041,0
16,1,0,15282,93,331,0,3025,0,1.816,26.374,2.32,0.054,0.181,0
7,0,0,7,4,28,0,69,0,0.024,5.419,0.002,0.001,0.01,0
2,1,0,6896,5229,5752,1,6414,0,3.07,74.127,1.459,1.254,1.323,0
1,1,0,834,29,46,1,1110,0,0.431,13.095,0.28,0.011,0.018,1
21,0,0,2195,656311,462,1,28413,1,6.845,82.211,0.424,5.07,0.106,0
16,1,0,567,681189,58,1,1144,1,0.364,54.768,0.166,5.384,0.018,0
16,1,0,354,0,0,0,687,0,0.54,0.0,0.245,0.0,0.0,0
9,1,0,1047,10,189,0,568,0,0.455,12.582,0.609,0.008,0.141,1
22,1,0,1785,8,27,0,2192,0,1.715,7.322,0.874,0.006,0.021,1
7,0,0,2811,471,0,1,13481,0,4.581,0.0,0.67,0.148,0.0,1
22,1,0,318,175,1756,1,546,0,0.154,38.631,0.086,0.048,0.403,1
1,1,0,3733,726,661,0,3031,0,1.007,42.797,0.806,0.216,0.198,0
7,1,0,23571,187,250,0,16545,0,7.544,28.934,2.464,0.082,0.108,0
18,0,0,1330,13367,500,0,74372,0,18.26,59.062,0.283,1.454,0.116,0
14,0,0,3292,11064,3063,1,9734,0,2.334,74.748,0.582,1.295,0.551,0
22,1,0,1053,10,91,1,1592,0,0.54,10.843,0.305,0.003,0.03,1
9,1,0,735,1411,402,0,1661,0,0.546,43.509,0.217,0.381,0.124,0
15,0,0,579,522,493,0,976,0,0.392,38.825,0.209,0.19,0.181,0
2,1,0,68837,624,746,1,36377,0,48.697,42.593,4.534,0.607,0.692,0
15,1,0,1294,5,21,0,1892,0,0.539,5.538,0.314,0.001,0.006,1
21,1,0,2255,15,0,0,3216,0,0.904,0.0,0.491,0.004,0.0,1
19,0,0,7384,163,472,0,5996,0,3.042,31.411,1.557,0.079,0.215,0
16,0,0,1648,94,824,1,9531,0,3.634,30.581,0.488,0.035,0.273,0
23,1,0,72,0,0,0,166,0,0.115,0.0,0.049,0.0,0.0,0
18,1,0,946,52,56,0,1339,0,0.374,16.052,0.235,0.014,0.016,1
0,0,0,3382,685,1371,1,6239,0,1.488,47.179,0.591,0.151,0.283,0
5,1,0,124,44,50,0,229,0,0.167,14.967,0.087,0.032,0.036,0
19,1,0,39077,428,305,0,4883,0,2.216,34.693,2.93,0.177,0.13,1
11,1,0,2196,3208,1581,1,202,1,0.05,59.475,0.435,0.586,0.331,0
2,0,0,1938,50693,206,0,9802,0,2.701,57.772,0.428,2.706,0.055,0
19,0,0,34,354,8,0,454835,0,194.208,12.902,0.014,0.141,0.003,1
17,1,0,230,14,0,0,40,0,0.042,0.0,0.217,0.015,0.0,1
20,1,0,354,162,0,0,497,0,0.172,0.0,0.116,0.055,0.0,1
20,1,0,1498,7,0,0,2248,0,0.744,0.0,0.403,0.002,0.0,1
16,1,0,1264,0,0,0,1262,0,0.849,0.0,0.615,0.0,0.0,1
15,1,0,11703,1150,745,1,80775,0,21.598,46.623,1.418,0.268,0.182,0
6,1,1,0,2,2,0,1,0,0.001,1.207,0.0,0.001,0.001,0
13,0,0,0,1284488,548,0,10911,1,2.582,88.729,0.0,5.72,0.122,0
1,0,0,2353,134099,16725,1,93222,1,22.972,114.813,0.457,3.528,1.633,1
18,1,0,4434,92,1346,0,2971,0,1.331,32.66,1.094,0.04,0.472,1
18,0,0,34500,1452,1005,1,13338,0,4.898,50.342,2.615,0.427,0.314,0
5,1,0,6,111,0,0,2928,0,0.788,0.0,0.002,0.029,0.0,0
12,1,0,160,3,0,0,336,0,0.233,0.0,0.105,0.002,0.0,0
11,1,0,25575,848,1558,0,12456,0,3.099,49.581,1.996,0.191,0.328,0
7,0,0,16191,1657591,8672,1,38860,1,9.539,129.861,1.604,6.011,1.141,0
0,1,0,15,1,25,0,242,0,0.197,2.258,0.012,0.001,0.02,1
17,0,0,55,1461006,404,1,7558,0,1.833,85.223,0.013,5.873,0.093,0
17,1,0,2234,9,0,0,3125,0,1.146,0.0,0.598,0.003,0.0,1
15,1,0,442,15,0,0,106,0,0.03,0.0,0.118,0.004,0.0,1
21,1,1,20,13,0,0,104,0,0.032,0.0,0.006,0.004,0.0,0
6,0,0,1281,1785427,370,1,10417,1,2.694,85.165,0.286,6.137,0.091,0
0,0,0,646,786617,491,0,3350,1,0.975,84.147,0.172,5.438,0.134,0
6,0,0,40311,449,759,1,37138,0,12.07,40.525,2.646,0.136,0.22,0
12,0,0,2413,84437,1216,0,71577,1,17.189,80.588,0.457,3.058,0.256,0
2,0,0,444,50,278,1,332,0,0.172,22.141,0.207,0.026,0.134,0
3,1,0,1271,458,526,1,980,0,0.395,38.412,0.413,0.169,0.192,0
16,0,0,6145,190301,1592,1,13618,0,4.588,89.633,1.122,4.176,0.429,0
11,0,0,1362,18,346,1,1740,0,0.591,17.223,0.38,0.006,0.111,1
20,0,0,2632,223,475,1,2589,0,1.095,33.365,0.748,0.09,0.183,0
15,0,0,110554,1245,1230,1,262528,0,105.858,50.718,3.819,0.407,0.403,1
18,0,0,1897,57,338,0,1426,0,0.372,23.656,0.402,0.015,0.084,0
21,0,0,2584,173,837,0,5128,0,1.692,34.726,0.617,0.056,0.244,1
16,0,0,1568,36,35,1,2373,0,0.636,12.94,0.351,0.01,0.009,1
12,0,0,3101,3629,3864,0,2289,0,0.871,67.705,0.779,0.867,0.904,0
4,0,0,15009,11918,968,1,10447,0,2.44,64.54,1.505,1.331,0.204,0
15,1,0,27,9,0,0,143,0,0.068,0.0,0.013,0.004,0.0,0
4,0,0,68034,34,613,0,577,0,0.444,22.825,3.977,0.026,0.387,0
13,0,0,651,40,84,1,1186,0,0.326,16.498,0.165,0.011,0.023,0
19,1,0,1180,1,0,0,1619,0,0.541,0.0,0.332,0.0,0.0,1
13,1,0,12208,155,187,1,3706,0,1.814,26.443,1.942,0.073,0.088,0
15,0,0,7803,3864,2034,1,10322,1,2.548,62.925,1.074,0.67,0.407,0
20,1,0,30414,1124,1731,0,23744,0,13.654,52.39,2.917,0.499,0.691,0
23,0,0,111916,394,249,1,25263,0,13.626,33.012,4.117,0.193,0.126,0
18,0,0,216,126,1006,1,3561,0,1.078,33.496,0.063,0.037,0.266,0
22,0,0,27464,3417,1008,1,12194,0,3.684,56.28,2.23,0.709,0.266,0
16,1,0,1552,127,77,0,4529,0,3.489,21.139,0.786,0.093,0.058,1
16,0,0,17677,5952,2466,1,1865,0,0.5,67.888,1.748,0.954,0.508,1
13,0,0,2219,171,149,0,6187,0,1.68,25.792,0.472,0.045,0.04,0
19,1,0,662,576,222,1,767,0,0.801,34.378,0.525,0.471,0.208,0
23,0,0,28102,207,205,1,10493,0,5.81,28.438,2.807,0.109,0.108,0
0,0,0,1826,786669,3193,1,95866,1,19.856,109.542,0.321,5.099,0.508,0
19,1,0,7484,534,350,1,1082,0,0.555,36.819,1.577,0.242,0.165,0
14,1,0,1156,3,49,0,1760,0,0.821,5.423,0.431,0.001,0.023,1
17,0,0,4281,787,2116,0,18824,0,4.374,51.073,0.69,0.168,0.4,0
17,0,0,3063,647027,244,0,1929,1,0.61,73.608,0.678,5.327,0.074,0
20,0,0,1,0,0,0,9,0,0.003,0.0,0.0,0.0,0.0,1
7,1,0,1389,44,122,0,1885,0,0.452,18.318,0.287,0.01,0.029,0
6,1,0,0,47,0,0,2985,0,2.898,0.0,0.0,0.045,0.0,1
17,0,0,6245,258,352,1,10114,0,2.942,32.599,1.035,0.072,0.097,0
18,0,1,1,694,779,0,9559,0,4.059,43.578,0.0,0.258,0.286,1
20,1,0,9703,111,1193,0,3518,0,2.231,33.431,1.968,0.068,0.563,0
19,0,0,300,10,0,0,47,0,0.015,0.0,0.091,0.003,0.0,1
12,0,0,32,860471,248,1,20686,0,6.047,75.397,0.009,5.532,0.07,0
22,1,0,6156,187,498,1,1145,0,0.394,32.532,1.137,0.062,0.158,0
16,1,0,287,1,0,0,517,0,0.358,0.0,0.181,0.001,0.0,0
0,0,0,398981,1463,1611,1,165034,0,39.586,53.83,4.572,0.301,0.327,0
0,1,0,1850,52,0,0,2700,0,1.048,0.0,0.541,0.02,0.0,1
14,1,0,1976,5,0,0,2713,0,0.797,0.0,0.458,0.001,0.0,1
22,1,0,16,0,0,0,188,0,0.163,0.0,0.014,0.0,0.0,1
20,0,0,22,438506,1366,1,46735,1,11.452,93.801,0.005,4.686,0.289,0
23,0,0,14919,757,480,1,6953,0,3.286,40.95,2.086,0.306,0.204,0
21,0,0,2016,45,50,0,2834,0,0.841,15.054,0.469,0.013,0.015,1
20,0,0,574,305,215,0,585,0,0.161,30.766,0.146,0.08,0.057,0
23,0,0,3430,1035666,663,1,14311,1,3.375,90.005,0.593,5.502,0.145,0
22,0,0,70,698,466,1,26010,0,6.63,40.256,0.018,0.164,0.112,0
13,0,0,3063,7807447,1278,0,5588,1,1.802,113.536,0.687,7.832,0.345,0
1,1,0,70,0,0,0,115,0,0.104,0.0,0.061,0.0,0.0,0
18,0,0,14179,74,519,0,294,0,0.072,27.001,1.5,0.018,0.12,0
15,0,0,3653,395,5,0,8121,0,3.129,10.717,0.879,0.142,0.002,0
14,1,0,1050,3,10,0,1416,0,0.43,3.324,0.277,0.001,0.003,1
14,1,0,352,22,0,0,69,0,0.026,0.0,0.123,0.008,0.0,1
11,0,0,34269,900,876,0,28372,0,15.598,46.104,2.988,0.402,0.393,1
17,1,0,28118,450,509,0,4971,0,1.205,38.101,2.056,0.104,0.116,0
0,0,0,118706,9045,9032,1,232480,0,53.175,82.98,3.338,1.121,1.12,0
18,0,0,122,39,85,0,102,0,0.044,16.432,0.051,0.017,0.036,0
9,1,0,1247,4,81,0,1804,0,0.523,7.092,0.309,0.001,0.023,1
12,1,0,59,0,0,0,125,0,0.087,0.0,0.04,0.0,0.0,0
6,0,0,85670,796,2191,1,77084,0,21.677,51.393,3.223,0.202,0.48,0
16,0,0,422,180,41,0,2937,0,0.886,19.43,0.12,0.053,0.012,0
20,0,0,7455,1720,870,1,6087,0,1.588,50.438,1.08,0.371,0.205,0
5,1,0,11635,1088,521,1,118306,0,31.011,43.76,1.399,0.251,0.128,1
16,0,0,40797,2254,1603,1,84632,0,25.708,56.982,2.595,0.522,0.397,0
17,0,0,1396,4750,503,1,3995,0,1.112,52.681,0.328,0.842,0.131,0
16,1,0,4551,143537,1298,1,25633,1,7.921,85.131,0.878,3.815,0.337,0
3,0,0,1018,218,698,1,695,0,0.265,35.297,0.328,0.08,0.236,0
16,1,0,7,21,0,0,17652,0,15.43,0.0,0.006,0.018,0.0,1
1,0,0,4350,1161797,11998,1,24860,1,6.046,131.172,0.722,5.647,1.366,0
2,1,0,667,5266473,1159,0,36681,1,9.36,109.208,0.157,7.204,0.259,0
16,0,0,2508,16,366,0,2968,0,1.153,16.731,0.68,0.006,0.133,0
7,1,0,17,0,0,0,108,0,0.094,0.0,0.015,0.0,0.0,1
19,1,0,2260,16,0,0,3047,0,1.007,0.0,0.558,0.005,0.0,1
15,0,0,1037,10553,13052,0,769402,0,342.718,87.795,0.38,1.741,1.919,1
15,1,0,465,3,0,0,752,0,0.196,0.0,0.114,0.001,0.0,1
22,0,0,2262,1835470,460,0,10402,1,2.71,88.461,0.463,6.172,0.113,0
2,0,0,6269,784,757,1,12727,0,4.54,44.198,1.175,0.247,0.239,0
3,0,0,121281,13695,14375,1,152533,0,117.604,91.184,4.549,2.447,2.492,0
3,1,0,3651,363,138,1,2705,0,1.346,29.099,1.035,0.166,0.066,0
0,1,0,18148,1612,791,1,9140,0,2.956,49.297,1.927,0.42,0.228,0
18,0,0,3188,1539503,513,0,19613,1,6.264,88.933,0.702,6.2,0.152,0
12,1,0,224,22,265,0,64,0,0.032,17.507,0.106,0.011,0.125,1
6,0,0,2394,16,0,0,3384,0,1.146,0.0,0.594,0.005,0.0,1
15,0,0,2210,9,0,0,3158,0,0.919,0.0,0.497,0.003,0.0,1
15,1,0,1892,9,37,0,12979,0,4.377,8.376,0.494,0.003,0.012,0
14,1,0,942,21,46,0,366,0,0.236,11.901,0.475,0.013,0.029,1
22,0,0,27209,251,751,1,3989,0,1.24,36.62,2.247,0.075,0.21,0
11,1,0,39,65,0,0,871,0,0.249,0.0,0.011,0.018,0.0,0
21,0,0,5991,13648,347,0,727,1,0.344,55.721,1.344,2.009,0.152,0
18,0,0,20468,1456,169,1,28750,0,10.031,37.41,2.097,0.411,0.057,0
17,1,0,572,185,416,0,3580,0,2.767,31.527,0.366,0.134,0.279,1
20,0,0,1690,33,0,0,2706,0,0.693,0.0,0.36,0.008,0.0,0
11,1,0,46522,172,1548,0,10605,0,4.633,37.853,3.06,0.072,0.517,0
8,0,0,5592,102,414,1,38727,0,15.522,27.939,1.176,0.04,0.154,0
21,1,0,103,41766,270,0,7060,0,2.039,59.606,0.029,2.57,0.075,0
2,0,0,4074,1979,893,1,88158,0,21.274,51.585,0.685,0.39,0.195,0
14,1,0,100,38,433,1,93,0,0.051,22.249,0.053,0.021,0.213,0
14,1,0,446,50,67,0,291,0,0.396,16.59,0.474,0.066,0.087,0
9,1,0,27578,447,452,1,20467,0,5.375,37.336,2.109,0.111,0.112,0
21,0,0,92950,2309,5001,0,9089,0,1.863,65.969,2.998,0.387,0.706,1
8,0,0,583,1404761,160,0,11160,1,3.337,71.929,0.161,6.043,0.047,0
13,1,0,12,75,365,1,11408,0,4.013,25.563,0.004,0.026,0.121,0
15,0,0,63,1442726,145,0,9784,0,2.564,70.678,0.016,5.938,0.037,0
4,0,0,6296,214,449,1,10921,0,2.409,32.811,0.871,0.046,0.094,0
18,0,0,7,2,0,0,898,0,0.238,0.0,0.002,0.001,0.0,0
0,0,0,2081,135,86,0,3780,0,1.101,21.939,0.474,0.039,0.025,1
21,0,0,706,2414624,720,1,10396,1,2.526,96.716,0.158,6.376,0.161,0
16,0,0,4699,1536,517,1,205,0,0.049,45.86,0.752,0.312,0.116,0
15,0,0,871,5421023,132,1,3108,1,1.064,75.829,0.261,7.527,0.044,0
1,0,0,11557,130,450,1,2615,0,0.647,29.795,1.35,0.032,0.106,0
12,0,0,37562,70435,975,1,40698,1,10.238,76.836,2.347,2.93,0.219,0
17,0,0,36905,274,128,1,2076,0,1.016,27.296,2.947,0.126,0.061,0
22,1,1,0,4,1,0,207,0,0.312,1.116,0.0,0.006,0.002,1
12,1,1,3,1,0,0,239,0,0.075,0.0,0.001,0.0,0.0,0
10,1,0,511,30,0,0,77,0,0.027,0.0,0.163,0.01,0.0,1
21,1,0,144,1,0,0,256,0,0.229,0.0,0.121,0.001,0.0,0
4,0,0,16665,99904,74376,1,119763,0,35.559,129.129,1.783,3.423,3.139,1
0,0,0,18438,1687,1560,1,9362,0,2.255,54.643,1.694,0.341,0.319,0
4,1,0,28,0,0,0,183,0,0.158,0.0,0.024,0.0,0.0,1
22,1,0,817,1189,1983,1,9090,1,3.012,53.77,0.24,0.332,0.505,0
17,0,0,4924,8739,1709,1,11960,1,2.857,67.562,0.778,1.127,0.342,0
0,0,0,5536,196,214,1,5792,0,2.701,28.374,1.276,0.087,0.095,0
15,0,0,24452,6834,2335,1,41514,1,9.989,68.486,1.929,0.972,0.446,0
0,0,0,4195,373,1462,1,3121,0,0.95,43.177,0.823,0.108,0.368,0
9,1,0,1704,20,50,0,3331,0,1.902,11.971,0.68,0.011,0.028,1
19,1,0,1,3,4,0,421,0,0.241,2.231,0.001,0.002,0.002,0
4,1,0,15687,14756,15353,1,3479,0,4.166,92.531,2.985,2.927,2.965,0
4,1,0,18,72,0,0,1772,0,0.51,0.0,0.005,0.021,0.0,0
3,1,0,5227,504,1699,0,4731,0,1.86,46.301,1.117,0.181,0.512,0
6,0,0,751,3796473,517,1,6045,1,1.464,94.685,0.167,6.825,0.118,0
10,0,0,91201,116749,1708,0,18946,1,4.956,86.851,3.213,3.451,0.369,0
15,1,0,509,843,115,0,2361,0,0.678,32.03,0.136,0.217,0.032,0
8,1,0,1824,6803,164,0,1491,1,0.514,45.061,0.488,1.208,0.055,0
16,1,0,80,4,0,0,173,0,0.12,0.0,0.054,0.003,0.0,0
3,0,0,699,1025,1615,1,15799,0,4.041,51.222,0.164,0.233,0.346,0
4,0,0,29,1277091,314,1,316045,1,77.047,80.882,0.007,5.744,0.074,1
12,1,0,236,8,0,0,49,0,0.015,0.0,0.069,0.002,0.0,1
18,0,0,1218,14,0,0,2422,0,0.594,0.0,0.261,0.003,0.0,0
2,1,0,47426,1668,201,0,23252,0,24.196,39.387,3.919,1.006,0.19,0
1,0,0,23873,179,337,1,5472,0,2.251,30.239,2.381,0.071,0.13,0
23,0,0,28911,4190,4518,1,9989,0,2.369,70.196,2.061,0.69,0.728,0
7,1,0,25,2,0,0,102,0,0.088,0.0,0.021,0.002,0.0,1
23,0,0,1952,471,651,0,5471,0,3.216,39.897,0.764,0.244,0.324,0
14,1,0,854,22,203,0,1147,0,0.284,16.675,0.192,0.005,0.049,1
20,0,0,326,186137,218,0,27901,1,7.851,65.392,0.088,3.977,0.06,0
18,0,0,46639,5722477,69,1,15253,1,3.947,66.106,2.57,7.301,0.018,0
4,0,0,2750,721062,435,1,7952,1,2.796,81.978,0.676,5.539,0.142,0
16,0,0,0,251,64,0,4653,0,1.542,23.082,0.0,0.08,0.021,1
23,1,0,1342,3,14,0,1890,0,0.929,3.754,0.506,0.001,0.007,1
21,0,0,471,4523135,599,1,11196,1,2.793,98.031,0.111,7.029,0.139,0
17,0,0,8175,266,459,0,675,0,0.705,34.257,2.256,0.245,0.392,0
0,0,0,4340,618,708,1,1572,0,0.374,42.193,0.709,0.137,0.156,0
7,1,0,1319,26,179,0,3860,0,1.028,17.115,0.301,0.007,0.047,0
4,1,0,38444,142,294,0,7865,0,5.435,28.224,3.317,0.094,0.185,0
21,0,0,1696,129,406,0,2453,0,0.671,29.248,0.381,0.035,0.105,1
2,1,0,1353,5,28,1,2033,0,0.696,6.033,0.381,0.002,0.01,1
10,0,0,18622,375,672,1,12966,0,4.41,38.612,1.993,0.12,0.206,0
15,0,0,13613,1610,2306,1,4547,0,1.066,57.184,1.433,0.32,0.432,0
7,0,0,264,1255712,268,0,36312,1,11.263,78.568,0.079,5.967,0.08,0
2,0,0,64651,938,394,1,58326,0,19.751,40.924,3.131,0.276,0.125,0
3,1,0,45,1,0,0,376,0,0.326,0.0,0.038,0.001,0.0,1
21,0,0,205,2234,1612,1,21334,0,5.638,56.96,0.053,0.464,0.355,0
13,1,0,2327,31,81,0,2744,0,0.714,15.273,0.474,0.008,0.021,1
16,1,0,45,5,0,0,105,0,0.073,0.0,0.031,0.003,0.0,0
18,0,0,3119,577,495,1,33551,0,10.986,39.471,0.704,0.173,0.15,1
0,0,0,1839,106,76,1,3095,0,0.899,20.298,0.428,0.03,0.022,0
15,0,0,2429,44,77,0,3560,0,0.885,16.585,0.472,0.011,0.019,1
20,1,0,85,11,0,0,17,0,0.004,0.0,0.02,0.003,0.0,1
9,0,0,22632,17701335,171,1,39900,1,10.015,85.907,1.899,8.399,0.042,0
1,0,0,11772,2798,970,0,16059,0,7.383,54.593,1.858,0.827,0.369,0
17,1,0,2554,58,188,1,1637,0,0.406,21.373,0.491,0.014,0.046,0
17,0,0,2212,12,59,0,3023,0,1.009,10.502,0.553,0.004,0.019,1
4,1,0,234,767,743,0,24472,0,7.669,43.929,0.071,0.215,0.209,0
14,0,0,812,834146,4347,1,44897,1,11.001,114.22,0.181,5.325,0.725,0
6,0,0,7685,478,607,1,3026,0,0.777,39.562,1.089,0.116,0.145,0
17,0,0,507,40,95,0,1013,0,0.953,16.95,0.39,0.037,0.086,0
5,0,0,294,808263,779885,1,10586,0,3.491,184.546,0.093,5.589,5.554,1
1,1,0,2650,63,156,0,5456,0,1.351,21.028,0.505,0.015,0.038,0
17,0,0,56,2023672,697,0,19837,1,5.03,95.083,0.014,6.242,0.163,0
